包头市,150200
武川县,150125
玉泉区,150104
赛罕区,150105
托克托县,150122
回民区,150103
白云鄂博矿区,150206
九原区,150207
青山区,150204
石拐区,150205
土默特右旗,150221
东河区,150202
昆都仑区,150203
达尔罕茂明安联合旗,150223
固阳县,150222
乌达区,150304
乌海市,150300
海勃湾区,150302
海南区,150303
赤峰市,150400
红山区,150402
林西县,150424
巴林左旗,150422
巴林右旗,150423
喀喇沁旗,150428
翁牛特旗,150426
阿鲁科尔沁旗,150421
松山区,150404
克什克腾旗,150425
元宝山区,150403
宁城县,150429
开鲁县,150523
库伦旗,150524
科尔沁左翼中旗,150521
科尔沁左翼后旗,150522
通辽市,150500
科尔沁区,150502
敖汉旗,150430
霍林郭勒市,150581
奈曼旗,150525
扎鲁特旗,150526
准格尔旗,150622
乌审旗,150626
杭锦旗,150625
伊金霍洛旗,150627
鄂托克前旗,150623
鄂尔多斯市,150600
达拉特旗,150621
鄂托克旗,150624
东胜区,150602
扎赉诺尔区,150703
鄂温克族自治旗,150724
陈巴尔虎旗,150725
呼伦贝尔市,150700
鄂伦春自治旗,150723
阿荣旗,150721
新巴尔虎左旗,150726
海拉尔区,150702
莫力达瓦达斡尔族自治旗,150722
新巴尔虎右旗,150727
牙克石市,150782
巴彦淖尔市,150800
额尔古纳市,150784
扎兰屯市,150783
满洲里市,150781
五原县,150821
临河区,150802
根河市,150785
磴口县,150822
杭锦后旗,150826
集宁区,150902
乌兰察布市,150900
卓资县,150921
乌拉特后旗,150825
乌拉特中旗,150824
商都县,150923
乌拉特前旗,150823
化德县,150922
察哈尔右翼中旗,150927
四子王旗,150929
凉城县,150925
察哈尔右翼后旗,150928
兴和县,150924
丰镇市,150981
兴安盟,152200
乌兰浩特市,152201
察哈尔右翼前旗,150926
扎赉特旗,152223
科尔沁右翼前旗,152221
锡林郭勒盟,152500
科尔沁右翼中旗,152222
阿尔山市,152202
锡林浩特市,152502
二连浩特市,152501
阿巴嘎旗,152522
突泉县,152224
苏尼特左旗,152523
太仆寺旗,152527
正蓝旗,152530
多伦县,152531
正镶白旗,152529
阿拉善盟,152900
东乌珠穆沁旗,152525
镶黄旗,152528
苏尼特右旗,152524
阿拉善左旗,152921
阿拉善右旗,152922
西乌珠穆沁旗,152526
大东区,210104
沈河区,210103
辽宁,210000
沈阳市,210100
和平区,210102
皇姑区,210105
铁西区,210106
额济纳旗,152923
苏家屯区,210111
辽中县,210122
沈北新区,210113
于洪区,210114
新民市,210181
大连市,210200
浑南区,210112
康平县,210123
法库县,210124
西岗区,210203
中山区,210202
金州区,210213
长海县,210224
普兰店市,210282
沙河口区,210204
瓦房店市,210281
庄河市,210283
鞍山市,210300
甘井子区,210211
旅顺口区,210212
立山区,210304
岫岩满族自治县,210323
海城市,210381
台安县,210321
千山区,210311
抚顺市,210400
铁西区,210303
新抚区,210402
铁东区,210302
东洲区,210403
新宾满族自治县,210422
清原满族自治县,210423
本溪市,210500
平山区,210502
望花区,210404
溪湖区,210503
顺城区,210411
抚顺县,210421
明山区,210504
桓仁满族自治县,210522
丹东市,210600
南芬区,210505
本溪满族自治县,210521
元宝区,210602
振兴区,210603
凌河区,210703
凤城市,210682
古塔区,210702
锦州市,210700
太和区,210711
振安区,210604
黑山县,210726
东港市,210681
义县,210727
宽甸满族自治县,210624
西市区,210803
鲅鱼圈区,210804
营口市,210800
老边区,210811
站前区,210802
盖州市,210881
北镇市,210782
凌海市,210781
阜新市,210900
大石桥市,210882
清河门区,210905
辽阳市,211000
彰武县,210922
阜新蒙古族自治县,210921
太平区,210904
新邱区,210903
细河区,210911
白塔区,211002
海州区,210902
太子河区,211011
宏伟区,211004
灯塔市,211081
弓长岭区,211005
文圣区,211003
双台子区,211102
辽阳县,211021
盘锦市,211100
兴隆台区,211103
大洼县,211121
银州区,211202
铁岭县,211221
铁岭市,211200
西丰县,211223
清河区,211204
调兵山市,211281
昌图县,211224
盘山县,211122
双塔区,211302
朝阳市,211300
建平县,211322
龙城区,211303
北票市,211381
朝阳县,211321
凌源市,211382
开原市,211282
喀喇沁左翼蒙古族自治县,211324
葫芦岛市,211400
南票区,211404
吉林,220000
建昌县,211422
绥中县,211421
长春市,220100
连山区,211402
兴城市,211481
龙港区,211403
绿园区,220106
九台区,220113
农安县,220122
双阳区,220112
榆树市,220182
德惠市,220183
宽城区,220103
南关区,220102
朝阳区,220104
吉林市,220200
二道区,220105
昌邑区,220202
永吉县,220221
船营区,220204
桦甸市,220282
磐石市,220284
舒兰市,220283
丰满区,220211
龙潭区,220203
四平市,220300
蛟河市,220281
铁西区,220302
铁东区,220303
公主岭市,220381
辽源市,220400
梨树县,220322
伊通满族自治县,220323
双辽市,220382
西安区,220403
龙山区,220402
东丰县,220421
东辽县,220422
辉南县,220523
柳河县,220524
梅河口市,220581
通化县,220521
集安市,220582
通化市,220500
二道江区,220503
东昌区,220502
白山市,220600
靖宇县,220622
江源区,220605
浑江区,220602
抚松县,220621
长白朝鲜族自治县,220623
宁江区,220702
松原市,220700
长岭县,220722
前郭尔罗斯蒙古族自治县,220721
临江市,220681
扶余市,220781
镇赉县,220821
洮南市,220881
洮北区,220802
乾安县,220723
白城市,220800
通榆县,220822
大安市,220882
珲春市,222404
汪清县,222424
延吉市,222401
图们市,222402
安图县,222426
延边朝鲜族自治州,222400
和龙市,222406
黑龙江,230000
龙井市,222405
哈尔滨市,230100
敦化市,222403
平房区,230108
道里区,230102
呼兰区,230111
双城区,230113
依兰县,230123
阿城区,230112
松北区,230109
南岗区,230103
道外区,230104
香坊区,230110
延寿县,230129
通河县,230128
木兰县,230127
五常市,230184
方正县,230124
巴彦县,230126
宾县,230125
齐齐哈尔市,230200
尚志市,230183
铁锋区,230204
富拉尔基区,230206
昂昂溪区,230205
龙沙区,230202
碾子山区,230207
建华区,230203
龙江县,230221
梅里斯达斡尔族区,230208
讷河市,230281
克山县,230229
泰来县,230224
依安县,230223
鸡西市,230300
甘南县,230225
克东县,230230
拜泉县,230231
富裕县,230227
鸡冠区,230302
恒山区,230303
滴道区,230304
梨树区,230305
鸡东县,230321
密山市,230382
麻山区,230307
鹤岗市,230400
城子河区,230306
虎林市,230381
工农区,230403
向阳区,230402
绥滨县,230422
萝北县,230421
兴山区,230407
兴安区,230405
尖山区,230502
岭东区,230503
南山区,230404
双鸭山市,230500
四方台区,230505
宝山区,230506
东山区,230406
集贤县,230521
宝清县,230523
友谊县,230522
饶河县,230524
萨尔图区,230602
大庆市,230600
龙凤区,230603
让胡路区,230604
红岗区,230605
大同区,230606
肇源县,230622
南岔区,230703
伊春区,230702
林甸县,230623
伊春市,230700
肇州县,230621
友好区,230704
杜尔伯特蒙古族自治县,230624
金山屯区,230709
翠峦区,230706
带岭区,230713
汤旺河区,230712
新青区,230707
乌伊岭区,230714
西林区,230705
五营区,230710
美溪区,230708
乌马河区,230711
红星区,230715
佳木斯市,230800
前进区,230804
东风区,230805
嘉荫县,230722
铁力市,230781
向阳区,230803
郊区,230811
上甘岭区,230716
桦南县,230822
桃山区,230903
富锦市,230882
新兴区,230902
汤原县,230828
茄子河区,230904
抚远县,230833
七台河市,230900
桦川县,230826
牡丹江市,231000
勃利县,230921
同江市,230881
爱民区,231004
东宁县,231024
阳明区,231003
绥芬河市,231081
西安区,231005
林口县,231025
海林市,231083
东安区,231002
宁安市,231084
五大连池市,231182
嫩江县,231121
黑河市,231100
北安市,231181
绥化市,231200
孙吴县,231124
穆棱市,231085
爱辉区,231102
逊克县,231123
望奎县,231221
青冈县,231223
明水县,231225
庆安县,231224
兰西县,231222
北林区,231202
绥棱县,231226
安达市,231281
肇东市,231282
海伦市,231283
大兴安岭地区,232700
上海,310000
黄浦区,310101
塔河县,232722
徐汇区,310104
呼玛县,232721
漠河县,232723
长宁区,310105
静安区,310106
普陀区,310107
宝山区,310113
金山区,310116
松江区,310117
青浦区,310118
奉贤区,310120
虹口区,310109
闸北区,310108
杨浦区,310110
嘉定区,310114
闵行区,310112
崇明县,310230
江苏,320000
浦东新区,310115
玄武区,320102
建邺区,320105
秦淮区,320104
南京市,320100
鼓楼区,320106
浦口区,320111
栖霞区,320113
雨花台区,320114
江宁区,320115
六合区,320116
溧水区,320117
高淳区,320118
北塘区,320204
崇安区,320202
无锡市,320200
惠山区,320206
江阴市,320281
滨湖区,320211
南长区,320203
宜兴市,320282
锡山区,320205
徐州市,320300
泉山区,320311
沛县,320322
云龙区,320303
新沂市,320381
贾汪区,320305
鼓楼区,320302
铜山区,320312
邳州市,320382
睢宁县,320324
常州市,320400
丰县,320321
武进区,320412
溧阳市,320481
金坛区,320413
钟楼区,320404
天宁区,320402
新北区,320411
苏州市,320500
虎丘区,320505
姑苏区,320508
张家港市,320582
吴中区,320506
崇川区,320602
南通市,320600
昆山市,320583
相城区,320507
港闸区,320611
常熟市,320581
太仓市,320585
通州区,320612
海安县,320621
吴江区,320509
海门市,320684
连云港市,320700
连云区,320703
启东市,320681
如皋市,320682
如东县,320623
海州区,320706
赣榆区,320707
淮阴区,320804
清河区,320802
淮安区,320803
灌云县,320723
清浦区,320811
涟水县,320826
东海县,320722
洪泽县,320829
淮安市,320800
金湖县,320831
灌南县,320724
盱眙县,320830
盐城市,320900
盐都区,320903
亭湖区,320902
大丰区,320904
响水县,320921
射阳县,320924
阜宁县,320923
建湖县,320925
滨海县,320922
东台市,320981
扬州市,321000
广陵区,321002
江都区,321012
宝应县,321023
邗江区,321003
高邮市,321084
镇江市,321100
仪征市,321081
润州区,321111
京口区,321102
丹阳市,321181
扬中市,321182
泰州市,321200
句容市,321183
丹徒区,321112
海陵区,321202
高港区,321203
姜堰区,321204
兴化市,321281
宿迁市,321300
靖江市,321282
宿城区,321302
泰兴市,321283
宿豫区,321311
沭阳县,321322
泗阳县,321323
泗洪县,321324
上城区,330102
江干区,330104
拱墅区,330105
杭州市,330100
西湖区,330106
浙江,330000
下城区,330103
滨江区,330108
宁波市,330200
淳安县,330127
海曙区,330203
临安市,330185
建德市,330182
富阳区,330111
余杭区,330110
江东区,330204
江北区,330205
萧山区,330109
桐庐县,330122
慈溪市,330282
北仑区,330206
宁海县,330226
象山县,330225
镇海区,330211
鄞州区,330212
余姚市,330281
奉化市,330283
温州市,330300
鹿城区,330302
龙湾区,330303
瓯海区,330304
洞头区,330305
永嘉县,330324
平阳县,330326
苍南县,330327
文成县,330328
瑞安市,330381
乐清市,330382
嘉兴市,330400
南湖区,330402
泰顺县,330329
秀洲区,330411
海盐县,330424
嘉善县,330421
桐乡市,330483
海宁市,330481
平湖市,330482
吴兴区,330502
湖州市,330500
德清县,330521
安吉县,330523
南浔区,330503
长兴县,330522
越城区,330602
绍兴市,330600
柯桥区,330603
诸暨市,330681
磐安县,330727
兰溪市,330781
上虞区,330604
浦江县,330726
新昌县,330624
武义县,330723
金东区,330703
嵊州市,330683
东阳市,330783
义乌市,330782
衢州市,330800
永康市,330784
金华市,330700
婺城区,330702
龙游县,330825
定海区,330902
衢江区,330803
江山市,330881
普陀区,330903
舟山市,330900
柯城区,330802
常山县,330822
开化县,330824
嵊泗县,330922
岱山县,330921
台州市,331000
椒江区,331002
玉环县,331021
黄岩区,331003
三门县,331022
路桥区,331004
天台县,331023
仙居县,331024
温岭市,331081
丽水市,331100
莲都区,331102
临海市,331082
青田县,331121
缙云县,331122
遂昌县,331123
龙泉市,331181
庆元县,331126
松阳县,331124
云和县,331125
安徽,340000
景宁畲族自治县,331127
合肥市,340100
蜀山区,340104
瑶海区,340102
肥东县,340122
长丰县,340121
庐阳区,340103
包河区,340111
肥西县,340123
庐江县,340124
巢湖市,340181
镜湖区,340202
鸠江区,340207
弋江区,340203
三山区,340208
芜湖市,340200
芜湖县,340221
蚌埠市,340300
龙子湖区,340302
南陵县,340223
无为县,340225
繁昌县,340222
蚌山区,340303
禹会区,340304
大通区,340402
固镇县,340323
淮南市,340400
五河县,340322
怀远县,340321
田家庵区,340403
淮上区,340311
马鞍山市,340500
潘集区,340406
谢家集区,340404
凤台县,340421
八公山区,340405
花山区,340503
雨山区,340504
和县,340523
当涂县,340521
淮北市,340600
杜集区,340602
含山县,340522
博望区,340506
相山区,340603
烈山区,340604
狮子山区,340703
铜陵县,340721
郊区,340711
安庆市,340800
濉溪县,340621
铜陵市,340700
迎江区,340802
大观区,340803
铜官山区,340702
宜秀区,340811
宿松县,340826
桐城市,340881
望江县,340827
枞阳县,340823
潜山县,340824
岳西县,340828
黄山市,341000
屯溪区,341002
黄山区,341003
徽州区,341004
休宁县,341022
歙县,341021
怀宁县,340822
太湖县,340825
黟县,341023
全椒县,341124
来安县,341122
明光市,341182
祁门县,341024
定远县,341125
凤阳县,341126
天长市,341181
阜阳市,341200
琅琊区,341102
滁州市,341100
南谯区,341103
颍泉区,341204
临泉县,341221
太和县,341222
颍州区,341202
颍东区,341203
阜南县,341225
颍上县,341226
界首市,341282
萧县,341322
六安市,341500
泗县,341324
金安区,341502
灵璧县,341323
埇桥区,341302
宿州市,341300
裕安区,341503
砀山县,341321
利辛县,341623
亳州市,341600
寿县,341521
舒城县,341523
涡阳县,341621
池州市,341700
谯城区,341602
霍邱县,341522
霍山县,341525
金寨县,341524
蒙城县,341622
石台县,341722
青阳县,341723
宣城市,341800
贵池区,341702
东至县,341721
宣州区,341802
广德县,341822
郎溪县,341821
泾县,341823
仓山区,350104
鼓楼区,350102
福州市,350100
台江区,350103
旌德县,341825
马尾区,350105
绩溪县,341824
福建,350000
宁国市,341881
晋安区,350111
闽侯县,350121
闽清县,350124
福清市,350181
平潭县,350128
连江县,350122
长乐市,350182
永泰县,350125
罗源县,350123
厦门市,350200
思明区,350203
湖里区,350206
同安区,350212
翔安区,350213
海沧区,350205
集美区,350211
莆田市,350300
涵江区,350303
仙游县,350322
秀屿区,350305
三明市,350400
城厢区,350302
荔城区,350304
宁化县,350424
将乐县,350428
沙县,350427
三元区,350403
梅列区,350402
明溪县,350421
泰宁县,350429
清流县,350423
建宁县,350430
大田县,350425
尤溪县,350426
永安市,350481
泉州市,350500
鲤城区,350502
丰泽区,350503
洛江区,350504
泉港区,350505
惠安县,350521
安溪县,350524
永春县,350525
金门县,350527
德化县,350526
石狮市,350581
南安市,350583
漳州市,350600
晋江市,350582
芗城区,350602
龙文区,350603
漳浦县,350623
云霄县,350622
诏安县,350624
东山县,350626
平和县,350628
华安县,350629
南靖县,350627
长泰县,350625
龙海市,350681
延平区,350702
建阳区,350703
顺昌县,350721
浦城县,350722
南平市,350700
松溪县,350724
邵武市,350781
政和县,350725
光泽县,350723
武夷山市,350782
建瓯市,350783
永定区,350803
长汀县,350821
上杭县,350823
龙岩市,350800
武平县,350824
新罗区,350802
连城县,350825
漳平市,350881
霞浦县,350921
蕉城区,350902
宁德市,350900
寿宁县,350924
周宁县,350925
屏南县,350923
福安市,350981
古田县,350922
福鼎市,350982
柘荣县,350926
江西,360000
南昌市,360100
湾里区,360105
安义县,360123
西湖区,360103
进贤县,360124
东湖区,360102
南昌县,360121
青云谱区,360104
新建区,360112
青山湖区,360111
景德镇市,360200
上栗县,360322
湘东区,360313
莲花县,360321
安源区,360302
浮梁县,360222
乐平市,360281
芦溪县,360323
九江市,360400
萍乡市,360300
珠山区,360203
昌江区,360202
庐山区,360402
浔阳区,360403
修水县,360424
星子县,360427
永修县,360425
德安县,360426
九江县,360421
武宁县,360423
都昌县,360428
共青城市,360482
新余市,360500
瑞昌市,360481
彭泽县,360430
湖口县,360429
分宜县,360521
鹰潭市,360600
渝水区,360502
月湖区,360602
章贡区,360702
赣州市,360700
余江县,360622
南康区,360703
贵溪市,360681
赣县,360721
信丰县,360722
大余县,360723
上犹县,360724
安远县,360726
龙南县,360727
崇义县,360725
定南县,360728
全南县,360729
宁都县,360730
于都县,360731
寻乌县,360734
吉安市,360800
瑞金市,360781
兴国县,360732
石城县,360735
会昌县,360733
吉州区,360802
新干县,360824
遂川县,360827
永丰县,360825
安福县,360829
永新县,360830
青原区,360803
吉水县,360822
峡江县,360823
泰和县,360826
万安县,360828
吉安县,360821
井冈山市,360881
上高县,360923
奉新县,360921
靖安县,360925
宜丰县,360924
宜春市,360900
万载县,360922
袁州区,360902
铜鼓县,360926
高安市,360983
丰城市,360981
抚州市,361000
临川区,361002
樟树市,360982
南丰县,361023
宜黄县,361026
崇仁县,361024
乐安县,361025
南城县,361021
黎川县,361022
上饶县,361121
玉山县,361123
信州区,361102
东乡县,361029
铅山县,361124
金溪县,361027
广昌县,361030
横峰县,361125
广丰区,361103
资溪县,361028
上饶市,361100
弋阳县,361126
鄱阳县,361128
婺源县,361130
万年县,361129
余干县,361127
德兴市,361181
山东,370000
槐荫区,370104
济阳县,370125
天桥区,370105
商河县,370126
长清区,370113
济南市,370100
平阴县,370124
历下区,370102
章丘市,370181
历城区,370112
市中区,370103
青岛市,370200
市北区,370203
黄岛区,370211
崂山区,370212
市南区,370202
莱西市,370285
淄博市,370300
博山区,370304
淄川区,370302
胶州市,370281
临淄区,370305
李沧区,370213
即墨市,370282
城阳区,370214
平度市,370283
周村区,370306
桓台县,370321
张店区,370303
高青县,370322
沂源县,370323
枣庄市,370400
市中区,370402
峄城区,370404
山亭区,370406
滕州市,370481
薛城区,370403
东营市,370500
东营区,370502
台儿庄区,370405
河口区,370503
利津县,370522
垦利县,370521
芝罘区,370602
牟平区,370612
莱山区,370613
福山区,370611
烟台市,370600
长岛县,370634
龙口市,370681
广饶县,370523
莱阳市,370682
莱州市,370683
海阳市,370687
潍坊市,370700
招远市,370685
潍城区,370702
栖霞市,370686
蓬莱市,370684
寒亭区,370703
坊子区,370704
寿光市,370783
安丘市,370784
济宁市,370800
昌邑市,370786
高密市,370785
青州市,370781
昌乐县,370725
诸城市,370782
临朐县,370724
任城区,370811
微山县,370826
奎文区,370705
兖州区,370812
金乡县,370828
梁山县,370832
邹城市,370883
鱼台县,370827
泰山区,370902
岱岳区,370911
泰安市,370900
泗水县,370831
曲阜市,370881
汶上县,370830
嘉祥县,370829
宁阳县,370921
肥城市,370983
威海市,371000
东平县,370923
新泰市,370982
环翠区,371002
文登区,371003
日照市,371100
东港区,371102
岚山区,371103
荣成市,371082
乳山市,371083
五莲县,371121
临沂市,371300
莱芜市,371200
钢城区,371203
莱城区,371202
莒县,371122
兰山区,371302
平邑县,371326
沂水县,371323
河东区,371312
费县,371325
蒙阴县,371328
罗庄区,371311
兰陵县,371324
临沭县,371329
沂南县,371321
德州市,371400
郯城县,371322
莒南县,371327
临邑县,371424
夏津县,371427
武城县,371428
齐河县,371425
平原县,371426
乐陵市,371481
德城区,371402
陵城区,371403
庆云县,371423
禹城市,371482
宁津县,371422
聊城市,371500
阳谷县,371521
东阿县,371524
茌平县,371523
东昌府区,371502
莘县,371522
冠县,371525
滨城区,371602
沾化区,371603
惠民县,371621
临清市,371581
高唐县,371526
阳信县,371622
滨州市,371600
单县,371722
牡丹区,371702
曹县,371721
成武县,371723
巨野县,371724
博兴县,371625
邹平县,371626
菏泽市,371700
无棣县,371623
鄄城县,371726
定陶县,371727
东明县,371728
郓城县,371725
管城回族区,410104
金水区,410105
惠济区,410108
中牟县,410122
巩义市,410181
上街区,410106
河南,410000
中原区,410102
荥阳市,410182
二七区,410103
郑州市,410100
新郑市,410184
开封市,410200
登封市,410185
龙亭区,410202
新密市,410183
顺河回族区,410203
鼓楼区,410204
金明区,410211
禹王台区,410205
祥符区,410212
通许县,410222
尉氏县,410223
兰考县,410225
杞县,410221
洛阳市,410300
老城区,410302
西工区,410303
涧西区,410305
瀍河回族区,410304
嵩县,410325
孟津县,410322
吉利区,410306
栾川县,410324
新安县,410323
洛龙区,410311
汝阳县,410326
宜阳县,410327
洛宁县,410328
偃师市,410381
平顶山市,410400
伊川县,410329
新华区,410402
卫东区,410403
石龙区,410404
湛河区,410411
鲁山县,410423
舞钢市,410481
汝州市,410482
宝丰县,410421
郏县,410425
叶县,410422
安阳市,410500
文峰区,410502
北关区,410503
殷都区,410505
滑县,410526
鹤壁市,410600
林州市,410581
内黄县,410527
安阳县,410522
汤阴县,410523
鹤山区,410602
龙安区,410506
山城区,410603
淇滨区,410611
浚县,410621
新乡市,410700
红旗区,410702
淇县,410622
卫滨区,410703
凤泉区,410704
牧野区,410711
新乡县,410721
获嘉县,410724
延津县,410726
长垣县,410728
原阳县,410725
卫辉市,410781
封丘县,410727
辉县市,410782
博爱县,410822
马村区,410804
武陟县,410823
温县,410825
山阳区,410811
沁阳市,410882
修武县,410821
解放区,410802
孟州市,410883
焦作市,410800
濮阳市,410900
中站区,410803
华龙区,410902
清丰县,410922
南乐县,410923
范县,410926
台前县,410927
濮阳县,410928
许昌市,411000
魏都区,411002
鄢陵县,411024
襄城县,411025
禹州市,411081
长葛市,411082
许昌县,411023
漯河市,411100
源汇区,411102
郾城区,411103
召陵区,411104
三门峡市,411200
临颍县,411122
舞阳县,411121
渑池县,411221
卢氏县,411224
陕县,411222
义马市,411281
湖滨区,411202
灵宝市,411282
南阳市,411300
宛城区,411302
卧龙区,411303
南召县,411321
方城县,411322
社旗县,411327
镇平县,411324
新野县,411329
内乡县,411325
淅川县,411326
西峡县,411323
唐河县,411328
商丘市,411400
桐柏县,411330
邓州市,411381
梁园区,411402
信阳市,411500
睢县,411422
虞城县,411425
宁陵县,411423
平桥区,411503
民权县,411421
罗山县,411521
夏邑县,411426
睢阳区,411403
柘城县,411424
永城市,411481
浉河区,411502
新县,411523
光山县,411522
商城县,411524
淮滨县,411527
固始县,411525
息县,411528
潢川县,411526
商水县,411623
西华县,411622
郸城县,411625
鹿邑县,411628
太康县,411627
淮阳县,411626
项城市,411681
驻马店市,411700
西平县,411721
驿城区,411702
周口市,411600
扶沟县,411621
沈丘县,411624
川汇区,411602
泌阳县,411726
遂平县,411728
正阳县,411724
上蔡县,411722
汝南县,411727
平舆县,411723
确山县,411725
济源市,419001
新蔡县,411729
湖北,420000
武汉市,420100
江岸区,420102
黄陂区,420116
江夏区,420115
蔡甸区,420114
东西湖区,420112
汉阳区,420105
汉南区,420113
洪山区,420111
江汉区,420103
武昌区,420106
硚口区,420104
青山区,420107
新洲区,420117
黄石市,420200
黄石港区,420202
阳新县,420222
下陆区,420204
西塞山区,420203
铁山区,420205
大冶市,420281
十堰市,420300
郧阳区,420304
